Sr.No.,Accord Code,Company Name,FR_ROA (%)4,FR_ROE (%)4,FR_ROCE (%)4,FR_Asset Turnover(x)4,FR_Year End4,FR_Adjusted PE (x)4,FR_Price / Book Value(x)4,FR_Dividend Yield(%)4,FR_EV/EBITDA(x)4,FR_Year End4.1,CONS_FR_1,CONS_FR_2,CONS_FR_3,CONS_FR_4,CONS_FR_5,CONS_FR_6,Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,Current Price,Current Price.1,Market Capitalization,PE TTM Price to Earnings,Forecaster Estimates 1Y forward PE,PE 3Yr Average,PE 5Yr Average,%Days traded below current PE Price to Earnings,Sector PE TTM,Industry PE TTM,PEG TTM PE to Growth,Forecaster Estimates 1Y forward PEG,Sector PEG TTM,Industry PEG TTM,Price to Book Value,%Days traded below current Price to Book Value,Sector Price to Book TTM,Industry Price to Book TTM,Basic EPS TTM,EPS TTM Growth %,ROE Annual %,Sector Return on Equity ROE,Industry Return on Equity ROE,RoA Annual %,Sector Return on Assets,Industry Return on Assets,Piotroski Score,sector_name,Industry Name.1,Latest financial result,Result Announced Date,STOCKNAME,PRICE0320
38,267615.0,Aavas Financiers Ltd.,3.74951562731659,12.7198584603064,10.185244274561,0.135885313195424,202003.0,37.2756463680422,4.44982191864674,0.0,19.8044744180021,202003.0,C,C,C,C,C,C,Aavas Financiers Ltd.,AAVAS,541988.0,AAVAS,INE216P01012,Housing Finance ,2131.0,2131.0,16867.65,29.96,Export NA,27.88,43.05,31.15,21.62,34.5,1.61,Export NA,4.95,0.91,4.17,32.82,4.05,3.94,71.13,18.58,13.0,17.25,13.79,2.97,2.86,2.65,4.0,Banking and Finance,Housing Finance ,2024-12-31,2025-04-24,AAVAS,1188.85
42,290910.0,AB Infrabuild Ltd.,2.70854722451984,11.9348005541696,14.674692938552,0.662490867283704,202003.0,4.05980528244346,0.363139284484393,0.0,4.07002988714107,202003.0,S,S,S,S,S,S,AB Infrabuild Ltd.,ABINFRA,544281.0,ABINFRA,INE00YB01017,Construction & Engineering,79.0,79.0,471.58,41.3,Export NA,16.16,15.99,95.18,40.59,34.35,,Export NA,3.35,2.78,3.67,73.48,4.65,5.61,1.91,,14.0,12.67,15.97,7.28,5.35,5.27,6.0,Cement and Construction ,Construction & Engineering,2024-12-31,2025-02-13,ABINFRA,9.05
43,123204.0,Aban Offshore Ltd.,-91.4297496685491,0.0,-174.232543380593,0.0992529909048288,202003.0,0.0,-0.0052567317755366,0.0,-2.13849442931338,202003.0,C,C,C,C,C,C,Aban Offshore Ltd.,ABAN,523204.0,ABAN,INE421A01028,Exploration & Production,39.51,39.51,230.6,-0.24,Export NA,,,,21.32,8.27,-0.01,Export NA,2.03,0.36,-0.01,,1.98,0.96,-166.14,28.61,0.0,13.5,14.29,-86.98,5.84,6.93,4.0,Oil & Gas,Exploration & Production,2024-12-31,2025-02-11,ABAN,14.0
47,100002.0,ABB India Ltd.,3.05952423628067,6.46726585138255,9.21536744243372,0.772840548653791,202012.0,111.463093913507,7.12236565908089,0.41249020335767,60.1159578553872,202012.0,S,S,S,S,S,S,ABB India Ltd.,ABB,500002.0,ABB,INE117A01022,Heavy Electrical Equipment,5705.0,5705.0,120893.74,64.59,Export NA,96.1,114.16,23.99,52.89,65.02,1.27,Export NA,4.08,5.76,17.83,84.78,13.34,17.37,88.32,50.69,26.45,21.36,22.24,15.1,11.85,14.76,7.0,General Industrials,Heavy Electrical Equipment,2024-12-31,2025-05-09,ABB,935.4
48,100488.0,Abbott India Ltd.,18.3562620981236,27.0943553281697,36.5395448022123,1.26717741798043,202003.0,55.3909153236313,13.7077462290375,1.61754715149947,35.1908014101327,202003.0,S,S,S,S,S,S,Abbott India Ltd.,ABBOTINDIA,500488.0,ABBOTINDIA,INE358A01014,Pharmaceuticals,30470.0,30470.0,64746.62,48.52,Export NA,51.66,52.49,69.74,40.48,40.18,2.94,Export NA,5.74,5.72,17.5,97.15,8.22,8.34,628.0,16.49,32.47,16.9,17.11,23.12,11.67,11.81,7.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,2024-12-31,2025-02-05,ABBOTINDIA,15451.1
58,100410.0,ACC Ltd.,8.30045134464914,12.4803909533156,19.3768977340212,1.0608488268082,201912.0,19.695726150809,2.35014664874038,0.96909285986225,8.231279304777,201912.0,C,C,C,C,C,C,ACC Ltd.,ACC,500410.0,ACC,INE012A01025,Cement & Cement Products,2055.2,2055.2,38594.05,14.86,Export NA,47.82,35.63,3.45,40.59,53.63,0.25,Export NA,3.35,4.71,2.31,9.79,4.65,4.07,138.32,59.63,14.3,12.67,9.89,9.99,5.35,5.51,8.0,Cement and Construction ,Cement & Cement Products,2024-12-31,2025-04-24,ACC,968.5
61,132268.0,Accelya Solutions India Ltd.,18.1945802411652,39.2523316590159,56.920032722355,0.863578311880942,202006.0,15.801563993755,5.60450153112609,1.08813928182807,8.28167451736818,202006.0,C,C,C,C,C,C,Accelya Solutions India Ltd.,ACCELYA,532268.0,ACCELYA,INE793A01012,IT Consulting & Software,1368.0,1368.0,2041.92,21.22,Export NA,22.7,26.75,50.73,27.64,26.51,-0.8,Export NA,5.09,5.29,6.48,14.59,8.69,8.78,64.46,-26.48,33.17,31.36,33.12,22.8,19.49,20.52,7.0,Software & Services,IT Consulting & Software,2024-12-31,2025-04-24,ACCELYA,853.0
63,288828.0,Accuracy Shipping Ltd.,2.39400945752826,5.76524902070509,9.40316449978806,2.02384714589457,202003.0,5.06544405827109,0.280589835673087,0.0,3.31779010790755,202003.0,C,C,C,C,C,C,Accuracy Shipping Ltd.,ACCURACY,,ACCURACY,INE648Z01023,Warehousing & Logistics,8.74,8.74,131.59,10.07,Export NA,165.99,81.63,6.4,32.6,37.34,0.02,Export NA,1.61,6.02,1.11,33.17,19.63,5.27,0.87,538.47,0.42,132.52,13.61,0.17,8.54,8.59,6.0,Transportation,Warehousing & Logistics,2024-12-31,2025-02-14,ACCURACY,1.35
75,132762.0,Action Construction Equipment Ltd.,5.70176954203936,11.9225868608528,16.2732968760378,1.25643070237264,202003.0,7.49156793219753,0.88835114281693,1.44300144300144,4.87736612721885,202003.0,C,C,C,C,C,C,Action Construction Equipment Ltd.,ACE,532762.0,ACE,INE731H01025,Construction & Engineering,1246.6,1246.6,14844.91,38.15,Export NA,50.93,41.63,68.2,40.59,34.35,0.95,Export NA,3.35,2.78,10.73,87.33,4.65,5.61,32.67,40.28,26.68,12.67,15.97,15.12,5.35,5.27,9.0,Cement and Construction ,Construction & Engineering,2024-12-31,2025-02-07,ACE,34.25
77,271875.0,Adani Energy Solutions Ltd.,1.95514991424478,14.3385841234211,11.1683695376709,0.315926810217014,202003.0,27.9836916234248,3.97715387754477,0.0,10.0493041655012,202003.0,C,C,C,C,C,C,Adani Energy Solutions Ltd.,ADANIENSOL,539254.0,ADANIENSOL,INE931S01010,Electric Utilities,938.0,938.0,112680.31,145.53,Export NA,92.84,149.17,77.14,25.86,32.17,-4.34,Export NA,2.11,1.91,5.37,36.64,4.97,4.98,6.45,-33.56,8.99,19.18,19.85,1.94,7.09,6.72,5.0,Utilities,Electric Utilities,2024-12-31,2025-04-24,ADANIENSOL,189.05
78,112599.0,Adani Enterprises Ltd.,1.79704514434123,5.03430170040164,9.73412630106994,0.977397991227807,202003.0,13.2912676709602,0.892673207616645,0.727008360596147,8.14376507769646,202003.0,C,C,C,C,C,C,Adani Enterprises Ltd.,ADANIENT,512599.0,ADANIENT,INE423A01024,Commodity Trading  & Distribution,2453.6,2453.6,283189.78,76.44,Export NA,109.12,206.2,65.4,56.77,66.92,13.99,Export NA,9.47,11.64,6.76,62.56,7.9,8.12,32.1,5.47,9.18,11.62,9.53,2.01,5.38,2.68,5.0,Commercial Services & Supplies,Commodity Trading  & Distribution,2024-12-31,2025-01-30,ADANIENT,137.6
79,289554.0,Adani Green Energy Ltd.,-0.37704791993804,-7.61069000012726,8.41469462466667,0.157556581626568,202003.0,0.0,31.4952293577982,0.0,21.3779067245119,202003.0,C,C,C,C,C,C,Adani Green Energy Ltd.,ADANIGREEN,541450.0,ADANIGREEN,INE364U01010,Electric Utilities,950.95,950.95,150633.57,110.44,Export NA,205.82,398.39,3.24,25.86,32.17,-17.13,Export NA,2.11,1.91,14.24,25.1,4.97,4.98,8.61,-6.45,13.07,19.18,19.85,1.24,7.09,6.72,5.0,Utilities,Electric Utilities,2024-12-31,2025-04-28,ADANIGREEN,153.25
81,209867.0,Adani Power Ltd.,-3.18093794858819,0.0,5.24167536655765,0.370112912341057,202003.0,0.0,-5.01415209691927,0.0,10.275315360109,202003.0,C,C,C,C,C,C,Adani Power Ltd.,ADANIPOWER,533096.0,ADANIPOWER,INE814H01011,Electric Utilities,579.4,579.4,223471.04,17.14,Export NA,12.32,19.83,65.18,25.86,32.17,-0.39,Export NA,2.11,1.91,3.99,37.52,4.97,4.98,33.81,-44.12,58.53,19.18,19.85,22.56,7.09,6.72,8.0,Utilities,Electric Utilities,2024-12-31,2025-04-30,ADANIPOWER,27.75
82,228347.0,Adani Total Gas Ltd.,19.2837550807505,33.9112961213916,34.9247140796838,0.880066660330694,202003.0,21.7780354397197,6.46026324377244,0.289351851851852,15.3576187123523,202003.0,C,C,C,C,C,C,Adani Total Gas Ltd.,ATGL,542066.0,ATGL,INE399L01023,Utilities:Non-Electrical,626.0,626.0,68848.11,103.1,Export NA,142.84,304.79,38.34,25.86,15.08,8.76,Export NA,2.11,2.93,17.6,30.77,4.97,5.78,6.07,11.77,18.64,19.18,16.26,10.12,7.09,9.62,6.0,Utilities,Utilities:Non-Electrical,2024-12-31,2025-04-28,ATGL,86.35
90,119183.0,ADF Foods Ltd.,18.6798370141118,22.7832985257233,28.2024088325529,1.24550442673812,202003.0,7.97635074857159,1.6721048507128,1.76056338028169,5.26964208684296,202003.0,C,C,C,C,C,C,ADF Foods Ltd.,ADFFOODS,519183.0,ADFFOODS,INE982B01027,Packaged Foods,232.0,232.0,2548.84,32.13,Export NA,38.26,37.05,50.99,53.52,56.69,1.56,Export NA,10.76,1.48,5.51,77.39,22.28,41.72,7.22,20.64,17.06,42.17,75.29,13.53,19.26,26.66,6.0,FMCG,Packaged Foods,2024-12-31,2025-02-14,ADFFOODS,34.0
95,242461.0,Aditya Birla Capital Ltd.,0.77681485996215,7.96850540036884,8.8432800078065,0.153534908527541,202003.0,11.0743714900541,0.821390791065237,0.0,10.6445148584778,202003.0,C,C,C,C,C,C,Aditya Birla Capital Ltd.,ABCAPITAL,540691.0,ABCAPITAL,INE674K01013,Holding Companies,207.5,207.5,54097.32,14.57,Export NA,12.82,17.7,24.81,29.46,29.52,0.39,Export NA,2.68,2.61,1.89,40.16,3.45,3.43,14.24,37.61,12.43,11.36,12.16,1.43,3.35,3.51,3.0,Diversified,Holding Companies,2024-12-31,2025-02-03,ABCAPITAL,42.15
96,210591.0,Aditya Birla Fashion and Retail Ltd.,-2.07203660907731,-13.6105704199795,12.5052630372952,1.23521985096956,202003.0,0.0,11.5784044953698,0.0,10.8699792345924,202003.0,C,C,C,C,C,C,Aditya Birla Fashion and Retail Ltd.,ABFRL,535755.0,ABFRL,INE647O01011,Department Stores,272.9,272.9,33300.92,-53.01,Export NA,,,,100.12,102.7,7.24,Export NA,3.94,5.74,7.83,42.71,17.18,22.03,-5.15,-7.32,-15.56,12.88,21.08,-2.8,9.05,14.12,2.0,Retailing,Department Stores,2024-12-31,2025-02-14,ABFRL,152.9
97,190049.0,Aditya Birla Money Ltd.,1.94230335723179,47.2626838852493,13.1913274603673,0.270061105482359,202003.0,8.92443140157157,3.53521967187422,0.0,0.916574513272338,202003.0,S,S,S,S,S,S,Aditya Birla Money Ltd.,BIRLAMONEY,532974.0,BIRLAMONEY,INE865C01022,Capital Markets,155.75,155.75,880.13,11.86,Export NA,15.81,16.49,16.32,21.62,26.03,0.3,Export NA,4.95,1.98,4.28,10.94,4.05,12.92,13.13,40.07,31.41,17.25,23.88,3.0,2.86,8.7,5.0,Banking and Finance,Capital Markets,2025-03-31,2025-04-21,BIRLAMONEY,19.3
98,100040.0,Aditya Birla Real Estate Ltd.,5.88097130599934,11.163372987401,8.1075093983424,0.550157337137009,202003.0,9.04529066940655,0.949504151470474,1.01419878296146,7.61050594940506,202003.0,C,C,C,C,C,C,Aditya Birla Real Estate Ltd.,ABREL,500040.0,ABREL,INE055A01016,Paper & Paper Products,2005.0,2005.0,22394.99,-848.3,Export NA,278.64,204.01,,56.77,19.03,7.46,Export NA,9.47,6.3,5.53,87.83,7.9,3.27,-2.36,-113.73,1.26,11.62,9.28,0.48,5.38,5.53,3.0,Commercial Services & Supplies,Paper & Paper Products,2024-12-31,2025-01-21,ABREL,296.1
110,132172.0,Adroit Infotech Ltd.,-91.7246930636496,-142.849097221566,-139.409776298956,0.235805716226769,202003.0,0.0,1.33199978134551,0.0,11.1281889735078,202003.0,C,C,C,C,C,C,Adroit Infotech Ltd.,ADROITINFO,532172.0,ADROITINFO,INE737B01033,IT Consulting & Software,13.04,13.04,52.87,15.99,Export NA,20.6,76.76,62.33,27.64,26.51,0.02,Export NA,5.09,5.29,1.0,17.64,8.69,8.78,0.82,669.36,8.96,31.36,33.12,6.25,19.49,20.52,4.0,Software & Services,IT Consulting & Software,2024-12-31,2025-01-22,ADROITINFO,5.85
117,207679.0,Advanced Enzyme Technologies Ltd.,14.9799505843688,17.6064916237859,23.2077493420203,0.500030117751966,202003.0,12.3648205092769,1.91221439968614,0.41914076143905,7.37388379614568,202003.0,C,C,C,C,C,C,Advanced Enzyme Technologies Ltd.,ADVENZYMES,540025.0,ADVENZYMES,INE837H01020,Biotechnology,299.3,299.3,3348.6,25.19,Export NA,33.23,30.25,31.56,40.48,49.41,-8.28,Export NA,5.74,7.38,2.5,22.75,8.22,4.51,11.88,-3.04,10.06,16.9,9.75,8.68,11.67,6.89,7.0,Pharmaceuticals & Biotechnology,Biotechnology,2024-12-31,2025-02-08,ADVENZYMES,142.5
118,123269.0,Advani Hotels & Resorts (India) Ltd.,15.674262644332,22.1278793429588,27.4772968071457,0.976041524981384,202003.0,12.3737995567594,2.94620462326358,6.30182421227197,7.63355967402838,202003.0,S,S,S,S,S,S,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,523269.0,ADVANIHOTR,INE199C01026,Hotels,61.99,61.99,573.03,22.42,Export NA,21.65,32.74,27.23,59.17,59.29,21.61,Export NA,1.57,1.52,8.49,84.37,11.09,8.68,2.76,1.04,34.71,12.4,12.35,24.96,5.99,6.89,5.0,Hotels Restaurants & Tourism,Hotels,2024-12-31,2025-02-07,ADVANIHOTR,15.05
120,100003.0,Aegis Logistics Ltd.,5.14613567740068,9.17783909038129,13.4985596056896,2.75923457915976,202003.0,47.5086115753214,3.09618147582847,1.22038765254846,15.3509167763165,202003.0,C,C,C,C,C,C,Aegis Logistics Ltd.,AEGISLOG,500003.0,AEGISLOG,INE208C01025,Oil Marketing & Distribution,779.9,779.9,27374.49,47.36,Export NA,37.27,35.98,72.34,21.32,20.55,3.79,Export NA,2.03,3.17,6.64,80.25,1.98,2.44,16.47,12.5,14.61,13.5,22.71,7.05,5.84,10.58,8.0,Oil & Gas,Oil Marketing & Distribution,2024-12-31,2025-02-12,AEGISLOG,139.45
134,131921.0,Agarwal Industrial Corporation Ltd.,9.69152837487255,17.5605368099951,17.5040696296992,2.98486057801618,202003.0,1.79248880949035,0.290815478423955,3.35946248600224,2.6040808001093,202003.0,C,C,C,C,C,C,Agarwal Industrial Corporation Ltd.,AGARIND,531921.0,AGARIND,INE204E01012,Petrochemicals,1040.1,1040.1,1555.76,12.63,Export NA,14.25,13.97,52.19,51.17,24.73,0.53,Export NA,13.03,2.3,2.75,63.18,7.59,3.5,82.33,23.76,21.37,14.53,17.29,9.75,9.9,10.64,5.0,Chemicals & Petrochemicals,Petrochemicals,2024-12-31,2025-02-13,AGARIND,44.45
135,100187.0,AGI Greenpac Ltd.,1.69684769030771,3.85328206776672,6.7747141916381,0.652961140477239,202003.0,5.85345458346399,0.225481190413355,7.65306122448979,4.22515617711777,202003.0,S,S,S,S,S,S,AGI Greenpac Ltd.,AGI,500187.0,AGI,INE415A01038,Containers & Packaging,816.85,816.85,5284.81,18.2,Export NA,20.13,16.9,42.02,56.77,21.79,-10.48,Export NA,9.47,0.71,2.77,88.08,7.9,3.68,44.89,-1.74,13.85,11.62,10.05,7.48,5.38,6.19,8.0,Commercial Services & Supplies,Containers & Packaging,2024-12-31,2025-01-20,AGI,40.35
140,200136.0,Agri-Tech (India) Ltd.,0.38231236712709,0.38617906786404,0.385012864981916,0.00312852664062814,202003.0,0.0,0.0929312901745812,0.0,23.9317348107281,202003.0,S,S,S,C,C,S,Agri-Tech (India) Ltd.,AGRITECH,537292.0,AGRITECH,INE449G01018,Other Agricultural Products,169.9,169.9,100.92,185.75,Export NA,11.86,22.28,99.12,41.6,25.57,-1.99,Export NA,4.37,3.13,1.0,85.44,10.24,14.94,0.91,-93.31,9.62,19.7,15.68,9.47,14.51,8.43,5.0,Food Beverages & Tobacco,Other Agricultural Products,2024-12-31,2025-05-03,AGRITECH,19.85
141,283500.0,Agro Phos India Ltd.,5.09496521256533,10.7236992385353,12.2022422072661,0.675082890664906,202003.0,2.9474119654584,0.300726184279021,0.0,3.65292982144218,202003.0,C,S,S,S,S,C,Agro Phos India Ltd.,AGROPHOS,,AGROPHOS,INE740V01019,Fertilizers,34.32,34.32,69.58,3163.13,Export NA,16.38,14.34,65.96,28.69,28.69,31.37,Export NA,2.38,2.38,1.15,,13.1,13.1,0.01,100.84,-10.93,12.69,12.69,-5.34,7.14,7.14,2.0,Fertilizers,Fertilizers,2024-12-31,2025-02-06,AGROPHOS,5.7
145,290073.0,Ahlada Engineers Ltd.,4.07328448429919,7.18332590481809,10.167953630176,0.58328281150533,202003.0,7.6464473116255,0.535026672598099,2.62869660460022,3.67742334992422,202003.0,S,S,S,S,S,S,Ahlada Engineers Ltd.,AHLADA,,AHLADA,INE00PV01013,Iron & Steel Products,70.82,70.82,91.51,9.84,Export NA,19.05,19.3,9.22,18.22,22.97,-1.08,Export NA,1.55,1.1,0.67,15.98,5.66,6.77,7.2,-9.1,9.92,23.96,18.02,5.96,10.88,9.85,6.0,Metals & Mining,Iron & Steel Products,2024-12-31,2025-02-14,AHLADA,45.65
146,132811.0,Ahluwalia Contracts (India) Ltd.,4.0337283728874,8.36217404369832,15.9585731973056,1.18078804026437,202003.0,18.7256176853056,1.5019061325327,0.0,6.17578672639209,202003.0,C,C,C,C,C,C,Ahluwalia Contracts (India) Ltd.,AHLUCONT,532811.0,AHLUCONT,INE758C01029,Construction & Engineering,893.0,893.0,5981.99,18.78,Export NA,22.39,24.15,21.04,40.59,34.35,0.65,Export NA,3.35,2.78,3.59,47.75,4.65,5.61,47.55,28.87,23.42,12.67,15.97,11.73,5.35,5.27,6.0,Cement and Construction ,Construction & Engineering,2024-12-31,2025-02-11,AHLUCONT,171.6
149,132683.0,AIA Engineering Ltd.,14.4081917751674,16.3637020097521,19.5522148567704,0.728401994340212,202003.0,22.081590526373,3.52202853175588,1.95354894725418,15.7174361155177,202003.0,C,C,C,C,C,C,AIA Engineering Ltd.,AIAENG,532683.0,AIAENG,INE212H01026,Castings & Forgings,3120.0,3120.0,29115.96,28.1,Export NA,31.0,32.53,37.74,52.89,42.85,-3.0,Export NA,4.08,0.55,4.55,33.55,13.34,6.02,111.02,-9.37,17.05,21.36,14.8,15.15,11.85,9.11,5.0,General Industrials,Castings & Forgings,2024-12-31,2025-02-07,AIAENG,1393.25
153,284972.0,Airan Ltd.,6.65854343248399,8.57923692483567,9.8093024010147,0.571163046777253,202003.0,17.5715879509111,1.44530731034179,0.0,9.82592561029463,202003.0,C,C,C,C,C,C,Airan Ltd.,AIRAN,543811.0,AIRAN,INE645W01026,IT Consulting & Software,28.87,28.87,360.93,13.58,Export NA,29.06,32.17,4.33,27.64,26.51,0.09,Export NA,5.09,5.29,2.47,46.99,8.69,8.78,2.13,146.36,9.95,31.36,33.12,7.92,19.49,20.52,8.0,Software & Services,IT Consulting & Software,2024-12-31,2025-02-14,AIRAN,9.45
