,Sr.No._x,Accord Code_x,Company Name,GB+CWIP_1Y_CAGR,GB+CWIP_2Y_CAGR,GB+CWIP_3y_CAGR,FH_Market Capitalization,CONS_FH_1,GB+CWIP_CAPEX_SUM,ZSCORE_CAPEX,ZSCORE_MCAP,Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,Current Price,Current Price.1,Market Capitalization,PE TTM Price to Earnings,Forecaster Estimates 1Y forward PE,PE 3Yr Average,PE 5Yr Average,%Days traded below current PE Price to Earnings,Sector PE TTM,Industry PE TTM,PEG TTM PE to Growth,Forecaster Estimates 1Y forward PEG,Sector PEG TTM,Industry PEG TTM,Price to Book Value,%Days traded below current Price to Book Value,Sector Price to Book TTM,Industry Price to Book TTM,Basic EPS TTM,EPS TTM Growth %,ROE Annual %,Sector Return on Equity ROE,Industry Return on Equity ROE,RoA Annual %,Sector Return on Assets,Industry Return on Assets,Piotroski Score,sector_name,Industry Name.1,Latest financial result,Result Announced Date,Sr.No._y,Accord Code_y,FR_Adjusted PE (x),FR_Price / Book Value(x),FR_Dividend Yield(%),FR_EV/Net Sales(x),FR_EV/EBITDA(x),FR_EV/EBIT(x),FR_M Cap / Sales,ZSCORE_PE,ZSCORE_EVEBITDA,ZSCORE_FINAL
34,38,296479,Easy Trip Planners Ltd.,255.130129493474,114.309747294297,135.029485455808,7600.27956,C,504.469362243579,-0.07688268495485605,0.7708969890143565,Easy Trip Planners Ltd.,EASEMYTRIP,543272.0,EASEMYTRIP,INE07O001026,Travel Support Services,12.15,12.15,4306.06,56.48,Export NA,59.02,,45.36,64.96,46.47,-1.15,Export NA,5.87,0.65,7.12,22.13,11.22,13.79,0.22,-49.18,17.05,17.25,30.16,11.53,9.68,15.31,4.0,Diversified Consumer Services,Travel Support Services,2024-12-31,2025-02-14,244,296479,63.7674695212608,11.9143632712503,0.233154581487526,15.6287265666372,31.4474341016598,45.5086115125751,15.7837693993043,-0.12381261544108996,0.0412196970089599,0.0997904949867447
37,41,100123,Elantas Beck India Ltd.,82.5533669802243,39.2109761746091,25.7668253703715,10130.7681915,S,147.5311685252049,-0.08483090149161891,1.3313917419804764,Elantas Beck India Ltd.,,500123.0,ELANTAS,INE280B01018,Specialty Chemicals,10181.0,10181.0,8071.19,57.83,Export NA,57.56,52.19,91.62,51.17,59.04,34.99,Export NA,13.03,14.6,9.63,84.78,7.59,9.19,176.05,1.65,16.09,14.53,14.4,13.74,9.9,9.72,4.0,Chemicals & Petrochemicals,Specialty Chemicals,2024-12-31,2025-04-30,250,100123,72.5884922449467,11.6832447659457,0.0586902679797636,13.3296010337027,50.1024708382817,54.1928522237938,13.5345235661206,-0.05984845218529957,0.1042592583775216,0.21982088812034611
39,44,222255,Eris Lifesciences Ltd.,67.5786772791538,107.401785190042,68.3662367102087,11442.8436,C,243.34669917940448,-0.08269730357851553,1.622012048590666,Eris Lifesciences Ltd.,ERIS,540596.0,ERIS,INE406M01024,Pharmaceuticals,1476.9,1476.9,20109.85,61.06,Export NA,35.4,30.26,99.48,40.48,40.18,-4.13,Export NA,5.74,5.72,7.26,69.86,8.22,8.34,24.19,-14.77,15.15,16.9,17.11,5.56,11.67,11.81,4.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,2024-12-31,2025-02-04,270,222255,38.1794415598562,4.54268210477173,0.0,8.52593155607094,25.9403686134225,32.8167123621046,7.69677636331595,-0.3093598982433616,0.022610085154114074,0.2461090462620992
40,45,242153,Eureka Forbes Ltd.,0.53337424278519,0.5120531115409,1700.76787892299,8841.032044,C,1701.813306277316,-0.05022050897132822,1.0457195068296,Eureka Forbes Ltd.,,543482.0,EUREKAFORB,INE0KCE01017,Consumer Electronics,505.65,505.65,9783.28,71.78,Export NA,227.53,,3.21,53.59,95.88,1.64,Export NA,8.42,1.55,2.27,45.63,16.74,23.07,7.04,43.7,2.26,20.72,13.86,1.56,10.69,4.65,8.0,Consumer Durables,Consumer Electronics,2024-12-31,2025-02-10,275,242153,96.5516512772836,2.12089439094916,0.0,4.00790628360348,43.784594645575,66.4103904978084,4.03842766003679,0.11391636675718968,0.08290973494360368,0.19869420615320238
50,55,272156,Greenlam Industries Ltd.,56.5343929505379,54.0388712785197,38.6472898912546,6391.4574,C,149.22055412031222,-0.08479328264678722,0.5031469309761403,Greenlam Industries Ltd.,GREENLAM,538979.0,GREENLAM,INE544R01021,Furniture-Furnishing,218.0,218.0,5562.22,51.23,Export NA,47.96,47.93,89.62,64.96,48.74,-2.0,Export NA,5.87,0.7,5.0,27.37,11.22,4.12,4.26,-25.57,12.84,17.25,10.93,5.05,9.68,7.66,3.0,Diversified Consumer Services,Furniture-Furnishing,2024-12-31,2025-01-30,339,272156,43.8097903076304,6.10840666289542,0.329341317365269,3.19893513323337,22.6870584148942,30.072452700552,3.00987536730119,-0.26853237089524273,0.0116164188962244,0.024061821407253894
54,60,284232,Happiest Minds Technologies Ltd.,7.39153203126515,67.5651912131157,51.9993171104345,11113.1335,C,126.95604035481534,-0.08528906365203748,1.548982366200672,Happiest Minds Technologies Ltd.,HAPPSTMNDS,543227.0,HAPPSTMNDS,INE419U01012,IT Consulting & Software,596.35,596.35,9080.91,40.79,Export NA,52.08,72.55,4.04,27.64,26.51,-8.35,Export NA,5.09,5.29,5.95,0.62,8.69,8.78,14.62,-4.89,16.78,31.36,33.12,11.05,19.49,20.52,4.0,Software & Services,IT Consulting & Software,2024-12-31,2025-02-04,359,284232,45.2249700667951,7.54932408105593,0.772745598709851,6.94690232741296,25.5734903774057,27.8625207635542,7.54517238335778,-0.2582704327972445,0.021370321148248134,0.23493302388401227
59,65,119126,Hindustan Foods Ltd.,61.6272295313478,46.6080778031202,53.6003345090201,5394.12038,C,161.8356418434881,-0.0845123728124836,0.28224012282442534,Hindustan Foods Ltd.,HNDFDS,519126.0,HNDFDS,INE254N01026,Packaged Foods,566.55,566.55,6657.1,65.38,Export NA,79.68,105.51,29.95,53.52,56.69,5.13,Export NA,10.76,1.48,9.43,28.9,22.28,41.72,8.67,12.75,14.41,42.17,75.29,4.83,19.26,26.66,5.0,FMCG,Packaged Foods,2024-12-31,2025-02-07,381,119126,68.9099983899533,9.74798282340389,0.0,2.47220766806247,34.0913541227538,43.8857362867547,2.26513002118861,-0.08652243193193626,0.05015409691266685,0.0021037673754679704
66,76,220674,Jupiter Wagons Ltd.,78.9944633969018,41.5339625753593,28.8331412736802,15395.043024,C,149.3615672459413,-0.08479014259935953,2.4974109783675695,Jupiter Wagons Ltd.,JWL,533272.0,JWL,INE209L01016,Commercial Vehicles,382.85,382.85,16251.91,42.3,Export NA,78.14,73.61,23.79,30.67,30.88,0.95,Export NA,3.29,1.46,6.36,52.11,6.56,5.83,9.05,44.65,20.51,22.1,19.44,11.27,10.64,7.09,6.0,Automobiles & Auto Components,Commercial Vehicles,2024-12-31,2025-01-29,473,220674,46.2598181322629,9.49154384045225,0.160685591858597,4.27120403992801,30.3750710406932,32.100797257986,4.22795203299524,-0.25076640603322975,0.037595941240177434,0.42729106363459296
68,78,223187,Kaynes Technology India Ltd.,128.870256080227,69.4621181567449,56.1847301568731,18339.03297,C,254.517104393845,-0.08244856359772823,3.149494886976116,Kaynes Technology India Ltd.,KAYNES,543664.0,KAYNES,INE918Z01012,Other Electrical Equipment/Products,5950.0,5950.0,38130.16,147.39,Export NA,,,83.61,53.59,56.58,2.62,Export NA,8.42,3.24,14.67,49.67,16.74,22.62,40.37,56.25,7.37,20.72,22.32,5.61,10.69,9.14,4.0,Consumer Durables,Other Electrical Equipment/Products,2024-12-31,2025-01-27,487,223187,145.434684536271,7.55468702420264,0.0,13.4133313839988,71.9212339324046,79.0554939879435,14.3955346135098,0.4683834640270138,0.17798976207349768,0.6450671618466374
70,81,100245,Kirloskar Ferrous Industries Ltd.,17.0878641846384,12.4228373019203,50.9431566144135,8944.2423,C,80.4538581009722,-0.08632456341219252,1.068580232706878,Kirloskar Ferrous Industries Ltd.,,500245.0,KIRLFER,INE884B01025,Iron & Steel/Interm.Products,473.6,473.6,7794.59,35.24,Export NA,31.71,25.47,60.89,18.22,36.02,-1.26,Export NA,1.55,0.6,2.34,31.76,5.66,2.72,13.44,-27.9,9.21,23.96,13.77,5.04,10.88,6.59,3.0,Metals & Mining,Iron & Steel/Interm.Products,2024-12-31,2025-02-04,504,100245,27.8133824933741,2.77333106983061,1.00982282199578,1.64944852377769,11.4283884558907,16.9481754527028,1.45816565317335,-0.3845276327813547,-0.02642915698922438,0.1208256295170022
77,89,245331,Magellanic Cloud Ltd.,11.0940466782045,165.979188581796,94.718324003919,5565.77798,C,271.7915592639195,-0.08206390006135637,0.32026170605111004,Magellanic Cloud Ltd.,,538891.0,MCLOUD,INE613C01026,IT Consulting & Software,70.7,70.7,4131.67,34.7,Export NA,57.7,83.75,64.33,27.64,26.51,0.76,Export NA,5.09,5.29,9.05,71.77,8.69,8.78,2.04,45.7,25.28,31.36,33.12,12.85,19.49,20.52,7.0,Software & Services,IT Consulting & Software,2024-12-31,2025-02-14,550,245331,305.354280218019,28.5547663376872,0.0314993700125998,77.0531023114262,140.395225130992,151.042832315382,74.6526151588678,1.6280135258020996,0.40937876608654256,0.2185532303622724
78,91,235506,Metropolis Healthcare Ltd.,11.0939695044047,10.4820994065881,50.4712100470472,8843.82928,C,72.04727895804001,-0.08651175915794727,1.046339085230898,Metropolis Healthcare Ltd.,METROPOLIS,542650.0,METROPOLIS,INE112L01020,Healthcare Services,1749.7,1749.7,9063.78,59.54,Export NA,66.07,61.33,54.2,64.96,54.34,2.7,Export NA,5.87,1.81,7.58,12.76,11.22,11.68,29.39,22.02,11.66,17.25,20.11,8.21,9.68,11.41,7.0,Diversified Consumer Services,Healthcare Services,2024-12-31,2025-02-04,580,235506,76.3123928072564,8.64111139891488,0.231696014828545,7.98727923065755,32.0034176470097,47.7286990097777,8.01488644361459,-0.03284521333451294,0.04309849035157448,0.15838608925311737
82,96,310018,Netweb Technologies India Ltd.,83.7607973421927,90.6536661022777,80.6898112574089,9078.992375,S,255.10427470187932,-0.08243548862611033,1.0984269228121486,Netweb Technologies India Ltd.,NETWEB,543945.0,NETWEB,INE0NT901020,IT Consulting & Software,1540.0,1540.0,8724.7,86.27,Export NA,,,7.46,27.64,26.51,1.1,Export NA,5.09,5.29,19.13,0.47,8.69,8.78,17.85,78.15,17.95,31.36,33.12,12.39,19.49,20.52,5.0,Software & Services,IT Consulting & Software,2024-12-31,2025-01-18,620,310018,119.613405315491,21.8640243300389,0.124165761291324,12.2349306011118,77.4280465581737,81.9034741226286,12.5387458136243,0.28114479893250016,0.1965985194492392,0.21799842322493748
90,105,106590,PCBL Chemical Ltd.,117.041054467103,75.6216462935955,49.77898445116,10118.8875,C,242.4416852118585,-0.08271745621869088,1.328760208621873,PCBL Chemical Ltd.,PCBL,506590.0,PCBL,INE602A01031,Refineries/Petro-Products,409.95,409.95,15474.08,34.72,Export NA,23.37,17.88,93.37,21.32,23.89,-4.56,Export NA,2.03,1.04,4.06,92.84,1.98,2.1,11.81,-7.61,15.12,13.5,11.99,4.34,5.84,4.92,5.0,Oil & Gas,Refineries/Petro-Products,2024-12-31,2025-01-10,667,106590,18.9744388365459,3.08576989579807,2.05185599701548,2.2588658200454,12.8491363754837,15.1326755292145,1.78327755572474,-0.44862174667088867,-0.021628130492684885,0.16909658027680272
97,112,132735,R Systems International Ltd.,163.382552046001,81.3006865217008,54.5271662301115,6491.6697,C,299.2104047978133,-0.0814533435971653,0.5253436196446729,R Systems International Ltd.,RSYSTEMS,532735.0,RSYSTEMS,INE411H01032,IT Consulting & Software,333.0,333.0,3941.79,30.05,Export NA,36.36,30.19,83.55,27.64,26.51,-4.72,Export NA,5.09,5.29,6.13,76.01,8.69,8.78,11.08,-6.37,21.02,31.36,33.12,10.79,19.49,20.52,5.0,Software & Services,IT Consulting & Software,2024-12-31,2025-02-13,709,132735,37.4253130712356,13.4468524023075,1.23929287406597,7.12045941583406,25.7134038617505,28.4397704877467,7.18194829663442,-0.3148283341915477,0.02184312025377487,0.026898196376858113
98,113,252844,Race Eco Chain Ltd.,172.954754954678,77.7259546499055,74.0500747108988,532.156797,C,324.7307843154823,-0.08088506173191094,-0.7946685198231781,Race Eco Chain Ltd.,,537785.0,RACE,INE084Q01012,Waste Management,279.0,279.0,481.48,82.46,Export NA,363.63,1530.85,16.59,25.86,31.74,,Export NA,2.11,1.92,6.61,,4.97,7.39,3.38,,6.97,19.18,17.2,1.86,7.09,12.34,2.0,Utilities,Waste Management,2024-12-31,2025-02-11,711,252844,339.572192513369,23.9400773324576,0.0,1.67974656630984,91.6714545747682,102.635823209805,1.57210837084208,1.8761389639618955,0.24473019597372972,0.004622174989780323
102,117,229901,RattanIndia Enterprises Ltd.,-1.95911181472029,162.731912865299,1346.70673283454,9558.39705,C,1507.4795338851186,-0.05454788813826007,1.20461345198286,RattanIndia Enterprises Ltd.,RTNINDIA,534597.0,RTNINDIA,INE834M01019,Electric Utilities,45.95,45.95,6351.53,17.69,Export NA,21.8,201534.7,45.97,25.86,32.17,-6.16,Export NA,2.11,1.91,4.38,55.14,4.97,4.98,2.6,-2.87,50.77,19.18,19.85,15.82,7.09,6.72,6.0,Utilities,Electric Utilities,2024-12-31,2025-02-04,739,229901,18.7094155844156,10.1043662728192,0.0,1583.80237501947,18.1280404893518,18.2548839592956,1488.61502102476,-0.4505435182269606,-0.0037895271951819977,0.16276065297140166
103,118,100330,Raymond Ltd.,53.3576825557663,28.435406904643,17.8079099010822,12035.82069,C,99.6009993614915,-0.08589819933158459,1.7533544871366573,Raymond Ltd.,RAYMOND,500330.0,RAYMOND,INE301A01014,Realty,1550.5,1550.5,10322.25,1.34,Export NA,14.54,19.3,3.65,44.21,46.53,0.0,Export NA,3.89,4.18,2.88,76.38,5.6,6.28,1160.79,382.12,35.46,9.66,10.57,12.43,4.59,4.99,6.0,Realty,Realty,2024-12-31,2025-01-29,742,100330,22.8526010392026,4.29958197766713,0.552944429084877,2.1434682703292,11.0623919960167,13.6945350662881,1.82545567152471,-0.42049990547019916,-0.027665941275347487,0.25431539315382606
106,121,232353,RHI Magnesita India Ltd.,1.25303708300035,212.100829411791,124.016023967043,11374.07508,C,337.36989046183436,-0.08060361706095594,1.6067800518334239,RHI Magnesita India Ltd.,RHIM,534076.0,RHIM,INE743M01012,Electrodes & Refractories,467.35,467.35,9650.84,-105.39,Export NA,,55.89,,52.89,32.75,-1.28,Export NA,4.08,1.63,2.47,2.35,13.34,4.34,-4.43,82.44,-2.61,21.36,13.29,-1.96,11.85,10.67,5.0,General Industrials,Electrodes & Refractories,2024-12-31,2025-02-11,751,232353,0.0,2.91523762400219,0.453885257806826,4.04034071097833,26.5998199373044,221.760823039189,4.02751220966579,-0.5862116998368508,0.02483851937208711,0.21685652208363487
108,123,273198,Route Mobile Ltd.,2.93904239972,5.4179975537932,61.2229076431841,10055.50455,C,69.57994759669731,-0.08656670111785243,1.3147210975741954,Route Mobile Ltd.,ROUTE,543228.0,ROUTE,INE450U01017,Internet Software & Services,1003.0,1003.0,6318.66,18.03,Export NA,26.64,47.04,2.55,27.64,52.8,-1.83,Export NA,5.09,1.36,2.7,0.35,8.69,8.09,55.62,-9.84,17.44,31.36,7.15,10.8,19.49,5.24,2.0,Software & Services,Internet Software & Services,2024-12-31,2025-01-28,761,273198,79.5973040945555,8.66353446716121,0.686877517249992,14.6488495382863,55.8333593303622,61.8830634538661,15.0739110001799,-0.009025231406862984,0.12362521846076684,0.22246419754951802
109,124,123025,Safari Industries (India) Ltd.,57.1927374301676,53.9830051482117,64.5362122585913,8413.7625,C,175.71195483697062,-0.08420337830770634,0.9510807344861462,Safari Industries (India) Ltd.,SAFARI,523025.0,SAFARI,INE429E01023,Other Apparels & Accessories,2055.9,2055.9,10050.47,67.73,Export NA,65.43,96.59,48.58,65.84,55.53,-5.18,Export NA,4.31,2.93,11.27,58.16,17.98,17.94,30.36,-13.07,21.34,26.33,27.77,15.36,10.65,13.48,5.0,Textiles Apparels & Accessories,Other Apparels & Accessories,2024-12-31,2025-02-04,772,123025,54.4650690162269,10.6360611078806,0.23176313807289,5.32063305032766,32.4022431486651,39.0136936041282,5.43226426058043,-0.19126740874720033,0.04444621134735236,0.12501200017262065
111,126,132163,Saregama India Ltd.,113.672567010831,63.9184677475434,50.3390791468466,6676.97567,C,227.930113905221,-0.08304059650758032,0.5663882710947488,Saregama India Ltd.,SAREGAMA,532163.0,SAREGAMA,INE979A01025,Movies & Entertainment,565.55,565.55,10904.34,55.09,Export NA,43.38,49.65,88.85,29.76,50.99,21.93,Export NA,4.22,7.16,7.02,83.39,8.37,18.39,10.27,2.51,14.54,19.99,35.12,9.71,12.88,19.7,5.0,Media,Movies & Entertainment,2024-12-31,2025-02-10,789,132163,32.8926122224122,4.97603762723895,1.15506786023679,8.15302278344348,19.760132974943,22.1837569518829,8.79978353007166,-0.3476964523413047,0.0017256800840734518,0.028856219088678425
115,130,112329,SG Mart Ltd.,566200.0,7425.29069205968,1681.54700407623,5512.56,C,575306.8376961359,12.722682533236947,0.30847410179865614,SG Mart Ltd.,,512329.0,SGMART,INE385F01024,Electric Utilities,356.65,356.65,4003.57,38.57,Export NA,16960.61,6365.95,70.35,25.86,32.17,,Export NA,2.11,1.91,3.51,56.64,4.97,4.98,9.25,,5.6,19.18,19.85,4.09,7.09,6.72,2.0,Utilities,Electric Utilities,2024-12-31,2025-01-23,808,112329,90.3112669881631,5.53075618785805,0.0,1.7030079391703,48.8401924104757,49.1079105760963,2.05470200156547,0.06866526924257157,0.09999373590563732,7.71217024081672
116,131,211969,Sheela Foam Ltd.,155.249614165144,74.0642054770238,50.6599401142669,10222.6915,C,279.9737597564347,-0.08188170072711246,1.3517524468056925,Sheela Foam Ltd.,SFL,540203.0,SFL,INE916U01025,Furniture-Furnishing,668.0,668.0,7260.98,52.15,Export NA,56.63,60.95,45.67,64.96,48.74,-3.62,Export NA,5.87,0.7,2.42,0.14,11.22,4.12,12.81,-14.4,6.24,17.25,10.93,3.41,9.68,7.66,3.0,Diversified Consumer Services,Furniture-Furnishing,2024-12-31,2025-01-31,820,211969,60.7663231350758,3.82604374464327,0.0,5.94100169192134,36.4041062171943,41.9609616324077,5.43899054013791,-0.14557492389598178,0.05796940597081198,0.2124609171323541
122,138,207945,Star Cement Ltd.,50.1176439295621,40.6484847771819,30.8512882669123,9144.5725,C,121.6174169736563,-0.08540794287367424,1.1129527007602495,Star Cement Ltd.,STARCEMENT,540575.0,STARCEMENT,INE460H01021,Cement & Cement Products,223.1,223.1,9017.26,67.57,Export NA,27.78,23.55,99.95,40.59,53.63,-1.21,Export NA,3.35,4.71,3.28,83.21,4.65,4.07,3.3,-56.04,10.88,12.67,9.89,8.19,5.35,5.51,5.0,Cement and Construction ,Cement & Cement Products,2024-12-31,2025-01-30,862,207945,41.4346934290528,5.43324860356904,0.0,3.18060081253311,21.2243369410284,26.154871316869,3.16017555155244,-0.2857549865996239,0.006673554327329775,0.14343763120061595
