,Sr.No._x,Accord Code_x,Company Name,GB+CWIP_1Y_CAGR,GB+CWIP_2Y_CAGR,GB+CWIP_3y_CAGR,FH_Market Capitalization,CONS_FH_1,GB+CWIP_CAPEX_SUM,ZSCORE_CAPEX,ZSCORE_MCAP,Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,Current Price,Current Price.1,Market Capitalization,PE TTM Price to Earnings,Forecaster Estimates 1Y forward PE,PE 3Yr Average,PE 5Yr Average,%Days traded below current PE Price to Earnings,Sector PE TTM,Industry PE TTM,PEG TTM PE to Growth,Forecaster Estimates 1Y forward PEG,Sector PEG TTM,Industry PEG TTM,Price to Book Value,%Days traded below current Price to Book Value,Sector Price to Book TTM,Industry Price to Book TTM,Basic EPS TTM,EPS TTM Growth %,ROE Annual %,Sector Return on Equity ROE,Industry Return on Equity ROE,RoA Annual %,Sector Return on Assets,Industry Return on Assets,Piotroski Score,sector_name,Industry Name.1,Latest financial result,Result Announced Date,Sr.No._y,Accord Code_y,FR_Adjusted PE (x),FR_Price / Book Value(x),FR_Dividend Yield(%),FR_EV/Net Sales(x),FR_EV/EBITDA(x),FR_EV/EBIT(x),FR_M Cap / Sales,ZSCORE_PE,ZSCORE_EVEBITDA,ZSCORE_FINAL
41,45,112463,Lloyds Enterprises Ltd.,163.290430889759,-17.5907665658981,-12.0986957534191,2179.5279,S,133.6009685704418,-0.5011087146901195,-0.2666037272819373,Lloyds Enterprises Ltd.,,512463.0,LLOYDSENT,INE080I01025,Commodity Trading  & Distribution,54.83,54.83,6975.07,101.63,Export NA,60.37,186.26,62.73,56.77,66.92,-2.21,Export NA,9.47,11.64,3.09,89.29,7.9,8.12,0.54,-45.97,7.06,11.62,9.53,4.88,5.38,2.68,5.0,Commercial Services & Supplies,Commodity Trading  & Distribution,2024-12-31,2025-02-13,229,112463.0,1841.73913043478,5.93946240582346,0.0,2.19143929131476,81.3931456740623,81.4269512409589,2.19483114064503,8.086785021971554,0.14307682505541258,0.4690002104322375
44,48,131213,Manappuram Finance Ltd.,78.2411393213617,111.547116555817,107.679940491553,2557.1112,S,297.4681963687317,0.220865533485703,-0.16823289695133614,Manappuram Finance Ltd.,MANAPPURAM,531213.0,MANAPPURAM,INE522D01027,Finance (including NBFCs),231.5,231.5,19594.96,9.95,Export NA,7.88,7.66,57.75,21.62,37.14,-2.83,Export NA,4.95,25.92,1.56,43.82,4.05,4.62,23.26,-3.51,18.95,17.25,15.84,4.68,2.86,4.26,5.0,Banking and Finance,Finance (including NBFCs),2024-12-31,2025-02-13,240,131213.0,4.32340183460144,1.07394537858183,4.93421052631579,4.21854242399681,5.47694034325561,5.61143596164585,0.977657913370353,-0.214919900028785,-0.24282400389152964,0.053098350309123105
46,50,220889,Orient Green Power Company Ltd.,72.3829106657547,65.8393207332528,202.012173432838,596.331689226,C,340.2344048318455,0.40928698673988023,-0.6790698660918368,Orient Green Power Company Ltd.,GREENPOWER,533263.0,GREENPOWER,INE999K01014,Electric Utilities,13.17,13.17,1544.88,67.17,Export NA,54.98,45.87,93.33,25.86,32.17,-1.43,Export NA,2.11,1.91,1.39,71.62,4.97,4.98,0.2,-46.89,4.63,19.18,19.85,2.25,7.09,6.72,7.0,Utilities,Electric Utilities,2024-12-31,2025-04-30,269,220889.0,0.0,0.528679512289429,0.0,96.8512260404211,298.168881752114,0.0,76.3014982763022,-0.23445364284562692,1.245001452130484,0.21081299975404647
51,55,220532,PTC India Financial Services Ltd.,0.934487783008287,1.24145805084632,631.572083329391,896.5228635,S,633.7480291632456,1.7024636707127747,-0.60086181221008,PTC India Financial Services Ltd.,PFS,533344.0,PFS,INE560K01014,Finance (including NBFCs),34.33,34.33,2204.96,13.94,Export NA,14.22,20.82,62.47,21.62,37.14,-1.02,Export NA,4.95,25.92,0.84,64.26,4.05,4.62,2.46,-13.72,6.33,17.25,15.84,2.46,2.86,4.26,9.0,Banking and Finance,Finance (including NBFCs),2024-12-31,2025-01-28,294,220532.0,5.81989345398818,0.771146874315641,0.0,4.75418286047479,5.30566529161899,5.39735545787768,2.92203265129322,-0.20815853859651956,-0.24369463729735502,0.8561205223962612
53,57,117334,Samvardhana Motherson International Ltd.,134.514198879286,71.3763523648047,46.7733481253112,7216.8,C,252.66389936940192,0.023464570060879902,1.0457441415940734,Samvardhana Motherson International Ltd.,MOTHERSON,517334.0,MOTHERSON,INE775A01035,Auto Parts & Equipment,135.71,135.71,95489.56,23.15,Export NA,43.29,61.41,9.99,30.67,37.63,0.22,Export NA,3.29,2.11,2.93,34.41,6.56,8.02,5.86,106.39,10.38,22.1,17.48,3.19,10.64,9.23,6.0,Automobiles & Auto Components,Auto Parts & Equipment,2024-12-31,2025-02-14,313,117334.0,22.7521500724479,5.65801646413171,1.20967741935484,2.27792709558206,13.3054783319706,16.4602468136759,2.02049386863766,-0.13165620114394452,-0.20302961103267306,0.18975898913768086
58,63,103310,Swan Energy Ltd.,273.314553525783,130.832340705487,113.114656614326,1098.675,C,517.261550845596,1.1892418463370285,-0.5481956229993546,Swan Energy Ltd.,SWANENERGY,503310.0,SWANENERGY,INE665A01038,Commodity Trading  & Distribution,435.35,435.35,13646.35,17.07,Export NA,77.13,77.13,4.97,56.77,66.92,0.18,Export NA,9.47,11.64,2.11,10.83,7.9,8.12,25.51,96.63,4.79,11.62,9.53,2.47,5.38,2.68,6.0,Commercial Services & Supplies,Commodity Trading  & Distribution,2024-12-31,2025-02-14,343,103310.0,41.4605291460529,5.84483672175242,0.259403372243839,7.57358500091959,20.5866269859941,22.4311769430583,7.92417516237103,-0.04712909047404859,-0.16601773341010478,0.5825913008139308
59,64,117385,Symphony Ltd.,6.31387843792381,190.339882917806,134.171576167861,687.8522025,C,330.8253375235908,0.3678320577270164,-0.6552262562631018,Symphony Ltd.,SYMPHONY,517385.0,SYMPHONY,INE225D01027,Consumer Electronics,1197.0,1197.0,8219.97,45.16,Export NA,56.18,58.39,26.27,53.59,95.88,0.79,Export NA,8.42,1.55,11.26,42.47,16.74,23.07,26.5,56.9,19.77,20.72,13.86,12.16,10.69,4.65,8.0,Consumer Durables,Consumer Electronics,2024-12-31,2025-02-05,344,117385.0,13.664220795464,4.55581947196774,2.79684719043987,2.70036382663138,9.36242012369911,9.5871934766378,2.75002279850955,-0.17271675485271554,-0.22307315014961754,0.050074992883356144
61,66,226076,Triveni Turbine Ltd.,10.2020892316704,1224.01890789329,225.429039049305,1575.177,C,1459.6500361742653,5.341263134097037,-0.4240537518038009,Triveni Turbine Ltd.,TRITURBINE,533655.0,TRITURBINE,INE152M01016,Heavy Electrical Equipment,521.05,521.05,16562.98,48.82,Export NA,71.66,54.72,72.65,52.89,65.02,1.34,Export NA,4.08,5.76,15.2,67.87,13.34,17.37,10.67,36.44,28.04,21.36,22.24,16.27,11.85,14.76,8.0,General Industrials,Heavy Electrical Equipment,2024-12-31,2025-01-31,376,226076.0,17.340305770418,23.9264969468664,1.36125654450262,2.53605419999304,10.1655491344147,10.9724812730236,2.4928341051019,-0.15610768143767687,-0.21899064695236253,3.082437297258458
63,68,132320,Vaarad Ventures Ltd.,51.1480164908587,21.4146102686789,19.2434708978759,723.469185,C,91.8060976574135,-0.6852506014509211,-0.6459470531246276,Vaarad Ventures Ltd.,,532320.0,VAARAD,INE418B01048,Finance (including NBFCs),14.0,14.0,349.86,-1219.51,Export NA,-1507.46,-1360.54,,21.62,37.14,64.31,Export NA,4.95,25.92,15.65,47.79,4.05,4.62,-0.01,-18.96,-1.19,17.25,15.84,-0.94,2.86,4.26,1.0,Banking and Finance,Finance (including NBFCs),2024-12-31,2025-02-10,390,132320.0,0.0,24.0022401164949,0.0345423143350605,,1580.72339672994,1943.42594458041,,-0.23445364284562692,7.764542943211059,0.21266915854106505
64,69,111431,Vakrangee Ltd.,88.1023287095744,43.7948937381692,35.4831626366215,13839.5232,C,167.3803850843651,-0.3522817090152714,2.7711456099157297,Vakrangee Ltd.,VAKRANGEE,511431.0,VAKRANGEE,INE051B01021,Misc. Commercial Services,10.15,10.15,1099.44,174.37,Export NA,391.24,222.25,79.87,56.77,42.37,1.43,Export NA,9.47,2.6,5.56,50.97,7.9,11.34,0.06,121.67,3.61,11.62,17.21,1.45,5.38,11.83,7.0,Commercial Services & Supplies,Misc. Commercial Services,2024-12-31,2025-04-26,391,111431.0,205.137240356083,33.5400411364358,0.03616309556098,10.5501037130431,58.89902996962,92.1535140107585,10.2352413126321,0.6923855103421332,0.02873367712082821,0.41497201532027933
65,70,219492,Valor Estate Ltd.,80.9202407732217,279.123931126756,151.041758942423,2072.56482264,C,511.0859308424008,1.162032997632303,-0.29447054960861213,Valor Estate Ltd.,DBREALTY,533160.0,DBREALTY,INE879I01012,Realty,186.37,186.37,10035.38,-77.33,Export NA,7.4,158.75,,44.21,46.53,0.7,Export NA,3.89,4.18,2.05,88.94,5.6,6.28,-2.41,-110.18,26.3,9.66,10.57,14.39,4.59,4.99,5.0,Realty,Realty,2024-12-31,2025-02-12,392,219492.0,32.7969820617446,0.606739956055435,0.0,,29.2845019257791,32.48021873434,,-0.08627222523243955,-0.12180428603462333,0.617518037530953
66,71,100295,Vedanta Ltd.,36.0212058984101,31.7001035410407,73.7783731510874,16882.2675,C,141.4996825905382,-0.46630817407662634,3.5638641524855523,Vedanta Ltd.,VEDL,500295.0,VEDL,INE205A01025,Aluminium and Aluminium Products,418.15,418.15,163512.88,12.7,Export NA,25.65,17.08,65.03,18.22,11.11,0.07,Export NA,1.55,0.13,4.36,99.1,5.66,2.8,32.92,170.97,13.79,23.96,12.08,2.22,10.88,3.9,4.0,Metals & Mining,Aluminium and Aluminium Products,2024-12-31,2025-01-31,394,100295.0,10.0493023688935,1.30736615042449,2.05920205920206,2.90506480011957,6.82387374284492,7.18402623779453,2.40301582105061,-0.18904946912492485,-0.23597720862334057,0.3904852582763081
